:Number	Year	Date	County	Area	Status	Sex	TotalLength	CrusherClawWidth	CrusherLoss	SiccorLoss	ClawRatio
1291	2018	23/08/2018	Vestfold	Bolarne	Fished	Males	252	42	0	0	0.166666667
1292	2018	23/08/2018	Vestfold	Bolarne	Fished	Females	294	47	0	0	0.159863946
1293	2018	23/08/2018	Vestfold	Bolarne	Fished	Males	246	42	0	0	0.170731707
1294	2018	23/08/2018	Vestfold	Bolarne	Fished	Males	302	60	0	0	0.198675497
1295	2018	24/08/2018	Vestfold	Bolarne	Fished	Females	355	59	0	0	0.166197183
1296	2018	24/08/2018	Vestfold	Bolarne	Fished	Males	285	59	0	0	0.207017544
1297	2018	24/08/2018	Vestfold	Bolarne	Fished	Females	253	40	0	0	0.158102767
1298	2018	24/08/2018	Vestfold	Bolarne	Fished	Males	238	43	0	0	0.180672269
1299	2018	24/08/2018	Vestfold	Bolarne	Fished	Males	272	51	0	0	0.1875
1300	2018	24/08/2018	Vestfold	Bolarne	Fished	Females	250	41	0	0	0.164
1301	2018	24/08/2018	Vestfold	Bolarne	Fished	Females	200	31	0	0	0.155
1302	2018	24/08/2018	Vestfold	Bolarne	Fished	Males	230	40	0	0	0.173913043
1303	2018	24/08/2018	Vestfold	Bolarne	Fished	Females	245	38	0	0	0.155102041
1304	2018	24/08/2018	Vestfold	Bolarne	Fished	Males	277	55	0	0	0.198555957
1305	2018	24/08/2018	Vestfold	Bolarne	Fished	Males	222	37	0	0	0.166666667
1306	2018	24/08/2018	Vestfold	Bolarne	Fished	Males	223	39	0	0	0.174887892
1307	2018	24/08/2018	Vestfold	Bolarne	Fished	Females	258	43	0	0	0.166666667
1308	2018	24/08/2018	Vestfold	Bolarne	Fished	Males	256	49	0	0	0.19140625
1309	2018	24/08/2018	Vestfold	Bolarne	Fished	Females	284	46	0	0	0.161971831
1310	2018	24/08/2018	Vestfold	Bolarne	Fished	Females	280	48	0	0	0.171428571
1311	2018	24/08/2018	Vestfold	Bolarne	Fished	Males	268	52	0	0	0.194029851
1312	2018	24/08/2018	Vestfold	Bolarne	Fished	Females	227	36	0	0	0.158590308
1313	2018	24/08/2018	Vestfold	Bolarne	Fished	Males	282	52	0	0	0.184397163
1314	2018	24/08/2018	Vestfold	Bolarne	Fished	Males	219	40	0	0	0.182648402
1315	2018	24/08/2018	Vestfold	Bolarne	Fished	Males	283	57	0	0	0.201413428
1316	2018	24/08/2018	Vestfold	Bolarne	Fished	Males	270	52	0	0	0.192592593
1317	2018	24/08/2018	Vestfold	Bolarne	Fished	Females	330	54	0	0	0.163636364
1318	2018	25/08/2018	Vestfold	Bolarne	Fished	Females	218	35	0	0	0.160550459
1319	2018	25/08/2018	Vestfold	Bolarne	Fished	Females	292	48	0	0	0.164383562
1320	2018	25/08/2018	Vestfold	Bolarne	Fished	Females	230	37	0	0	0.160869565
1321	2018	25/08/2018	Vestfold	Bolarne	Fished	Females	252	41	0	0	0.162698413
1322	2018	25/08/2018	Vestfold	Bolarne	Fished	Females	224	37	0	0	0.165178571
1323	2018	25/08/2018	Vestfold	Bolarne	Fished	Females	258	42	0	0	0.162790698
1324	2018	25/08/2018	Vestfold	Bolarne	Fished	Females	205	32	0	0	0.156097561
1325	2018	25/08/2018	Vestfold	Bolarne	Fished	Males	281	53	0	0	0.1886121
1326	2018	25/08/2018	Vestfold	Bolarne	Fished	Males	220	38	0	0	0.172727273
1327	2018	25/08/2018	Vestfold	Bolarne	Fished	Males	262	49	0	0	0.187022901
1328	2018	25/08/2018	Vestfold	Bolarne	Fished	Males	282	58	0	0	0.205673759
1329	2018	25/08/2018	Vestfold	Bolarne	Fished	Males	210	34	0	0	0.161904762
1330	2018	25/08/2018	Vestfold	Bolarne	Fished	Females	300	49	0	0	0.163333333
1331	2018	25/08/2018	Vestfold	Bolarne	Fished	Females	311	49	0	0	0.15755627
1332	2018	25/08/2018	Vestfold	Bolarne	Fished	Females	298	50	0	0	0.167785235
1333	2018	25/08/2018	Vestfold	Bolarne	Fished	Females	317	54	0	0	0.170347003
1334	2018	25/08/2018	Vestfold	Bolarne	Fished	Males	248	44	0	0	0.177419355
1335	2018	25/08/2018	Vestfold	Bolarne	Fished	Males	265	52	0	0	0.196226415
1336	2018	22/08/2018	Vestfold	Haneflu	MPA	Males	251	45	0	0	0.179282869
1337	2018	22/08/2018	Vestfold	Haneflu	MPA	Females	287	46	0	0	0.160278746
1338	2018	22/08/2018	Vestfold	Haneflu	MPA	Males	233	40	0	0	0.17167382
1339	2018	22/08/2018	Vestfold	Haneflu	MPA	Females	296	51	0	0	0.172297297
1340	2018	22/08/2018	Vestfold	Haneflu	MPA	Males	237	27	0	0	0.113924051
1341	2018	22/08/2018	Vestfold	Haneflu	MPA	Females	279	46	0	0	0.164874552
1342	2018	22/08/2018	Vestfold	Haneflu	MPA	Females	334	55	0	0	0.164670659
1343	2018	22/08/2018	Vestfold	Haneflu	MPA	Females	269	44	0	0	0.163568773
1344	2018	22/08/2018	Vestfold	Haneflu	MPA	Males	223	38	0	0	0.170403587
1345	2018	22/08/2018	Vestfold	Haneflu	MPA	Females	185	28	0	0	0.151351351
1346	2018	22/08/2018	Vestfold	Haneflu	MPA	Males	278	53	0	0	0.190647482
1347	2018	22/08/2018	Vestfold	Haneflu	MPA	Females	310	50	0	0	0.161290323
1348	2018	22/08/2018	Vestfold	Haneflu	MPA	Males	211	35	0	0	0.165876777
1349	2018	22/08/2018	Vestfold	Haneflu	MPA	Males	270	52	0	0	0.192592593
1350	2018	22/08/2018	Vestfold	Haneflu	MPA	Males	214	37	0	0	0.172897196
1351	2018	22/08/2018	Vestfold	Haneflu	MPA	Males	273	57	0	0	0.208791209
1352	2018	22/08/2018	Vestfold	Haneflu	MPA	Males	291	62	0	0	0.213058419
1353	2018	22/08/2018	Vestfold	Haneflu	MPA	Males	328	72	0	0	0.219512195
1354	2018	22/08/2018	Vestfold	Haneflu	MPA	Males	314	80	0	0	0.25477707
1355	2018	22/08/2018	Vestfold	Haneflu	MPA	Females	315	53	0	0	0.168253968
1356	2018	22/08/2018	Vestfold	Haneflu	MPA	Males	246	45	0	0	0.182926829
1357	2018	22/08/2018	Vestfold	Haneflu	MPA	Males	307	67	0	0	0.218241042
1358	2018	22/08/2018	Vestfold	Haneflu	MPA	Males	289	63	0	0	0.21799308
1359	2018	22/08/2018	Vestfold	Haneflu	MPA	Males	314	65	0	0	0.207006369
1360	2018	22/08/2018	Vestfold	Haneflu	MPA	Males	329	63	0	0	0.191489362
1361	2018	22/08/2018	Vestfold	Haneflu	MPA	Females	281	47	0	0	0.167259786
1362	2018	22/08/2018	Vestfold	Haneflu	MPA	Females	299	31	0	0	0.10367893
1363	2018	22/08/2018	Vestfold	Haneflu	MPA	Males	210	37	0	0	0.176190476
1364	2018	22/08/2018	Vestfold	Haneflu	MPA	Females	276	45	0	0	0.163043478
1365	2018	22/08/2018	Vestfold	Haneflu	MPA	Males	253	48	0	0	0.18972332
1366	2018	22/08/2018	Vestfold	Haneflu	MPA	Males	298	67	0	0	0.224832215
1367	2018	22/08/2018	Vestfold	Haneflu	MPA	Females	246	38	0	0	0.154471545
1368	2018	22/08/2018	Vestfold	Haneflu	MPA	Females	273	46	0	0	0.168498168
1369	2018	22/08/2018	Vestfold	Haneflu	MPA	Females	277	46	0	0	0.166064982
1370	2018	22/08/2018	Vestfold	Haneflu	MPA	Females	248	40	0	0	0.161290323
1371	2018	22/08/2018	Vestfold	Haneflu	MPA	Males	322	40	0	0	0.124223602
1372	2018	22/08/2018	Vestfold	Haneflu	MPA	Females	353	50	0	0	0.141643059
1373	2018	22/08/2018	Vestfold	Haneflu	MPA	Males	359	87	0	0	0.242339833
1374	2018	22/08/2018	Vestfold	Haneflu	MPA	Females	238	37	0	0	0.155462185
1375	2018	22/08/2018	Vestfold	Haneflu	MPA	Females	316	51	0	0	0.161392405
1376	2018	22/08/2018	Vestfold	Haneflu	MPA	Females	283	46	0	0	0.16254417
1377	2018	22/08/2018	Vestfold	Haneflu	MPA	Males	312	63	0	0	0.201923077
1378	2018	22/08/2018	Vestfold	Haneflu	MPA	Females	283	44	0	0	0.155477032
1379	2018	22/08/2018	Vestfold	Haneflu	MPA	Males	308	66	0	0	0.214285714
1380	2018	22/08/2018	Vestfold	Haneflu	MPA	Males	253	49	0	0	0.193675889
1381	2018	22/08/2018	Vestfold	Haneflu	MPA	Males	246	48	0	0	0.195121951
1382	2018	22/08/2018	Vestfold	Haneflu	MPA	Females	230	38	0	0	0.165217391
1383	2018	22/08/2018	Vestfold	Haneflu	MPA	Females	237	39	0	0	0.164556962
1384	2018	22/08/2018	Vestfold	Haneflu	MPA	Males	196	32	0	0	0.163265306
1385	2018	22/08/2018	Vestfold	Haneflu	MPA	Males	242	39	0	0	0.161157025
1386	2018	23/08/2018	Vestfold	Haneflu	MPA	Males	293	56	0	0	0.19112628
1387	2018	23/08/2018	Vestfold	Haneflu	MPA	Females	338	53	0	0	0.156804734
1388	2018	23/08/2018	Vestfold	Haneflu	MPA	Males	199	34	0	0	0.170854271
1389	2018	23/08/2018	Vestfold	Haneflu	MPA	Males	242	42	0	0	0.173553719
1390	2018	23/08/2018	Vestfold	Haneflu	MPA	Males	248	47	0	0	0.189516129
1391	2018	23/08/2018	Vestfold	Haneflu	MPA	Females	236	37	0	0	0.156779661
1392	2018	23/08/2018	Vestfold	Haneflu	MPA	Males	258	44	0	0	0.170542636
1393	2018	23/08/2018	Vestfold	Haneflu	MPA	Females	282	46	0	0	0.163120567
1394	2018	23/08/2018	Vestfold	Haneflu	MPA	Males	302	70	0	0	0.231788079
1395	2018	23/08/2018	Vestfold	Haneflu	MPA	Females	298	30	0	0	0.100671141
1396	2018	23/08/2018	Vestfold	Haneflu	MPA	Males	309	69	0	0	0.223300971
1397	2018	23/08/2018	Vestfold	Haneflu	MPA	Males	254	55	0	0	0.216535433
1398	2018	23/08/2018	Vestfold	Haneflu	MPA	Females	332	57	0	0	0.171686747
1399	2018	23/08/2018	Vestfold	Haneflu	MPA	Males	318	74	0	0	0.232704403
1400	2018	23/08/2018	Vestfold	Haneflu	MPA	Males	285	64	0	0	0.224561404
1401	2018	23/08/2018	Vestfold	Haneflu	MPA	Females	300	48	0	0	0.16
1402	2018	23/08/2018	Vestfold	Haneflu	MPA	Males	281	61	0	0	0.217081851
1403	2018	23/08/2018	Vestfold	Haneflu	MPA	Females	260	46	0	0	0.176923077
1404	2018	23/08/2018	Vestfold	Haneflu	MPA	Females	275	43	0	0	0.156363636
1405	2018	23/08/2018	Vestfold	Haneflu	MPA	Females	281	45	0	0	0.160142349
1406	2018	23/08/2018	Vestfold	Haneflu	MPA	Females	243	38	0	0	0.156378601
1407	2018	23/08/2018	Vestfold	Haneflu	MPA	Males	278	50	0	0	0.179856115
1408	2018	23/08/2018	Vestfold	Haneflu	MPA	Females	302	54	0	0	0.178807947
1409	2018	23/08/2018	Vestfold	Haneflu	MPA	Females	306	57	0	0	0.18627451
1410	2018	23/08/2018	Vestfold	Haneflu	MPA	Females	269	45	0	0	0.167286245
1411	2018	23/08/2018	Vestfold	Haneflu	MPA	Males	245	46	0	0	0.187755102
1412	2018	23/08/2018	Vestfold	Haneflu	MPA	Males	320	71	0	0	0.221875
1413	2018	23/08/2018	Vestfold	Haneflu	MPA	Females	217	34	0	0	0.156682028
1414	2018	23/08/2018	Vestfold	Haneflu	MPA	Males	323	70	0	0	0.216718266
1415	2018	23/08/2018	Vestfold	Haneflu	MPA	Males	296	59	0	0	0.199324324
1416	2018	23/08/2018	Vestfold	Haneflu	MPA	Females	293	47	0	0	0.160409556
1417	2018	23/08/2018	Vestfold	Haneflu	MPA	Males	294	60	0	0	0.204081633
1418	2018	23/08/2018	Vestfold	Haneflu	MPA	Males	298	61	0	0	0.204697987
1419	2018	23/08/2018	Vestfold	Haneflu	MPA	Females	372	59	0	0	0.158602151
1420	2018	23/08/2018	Vestfold	Haneflu	MPA	Males	286	54	0	0	0.188811189
1421	2018	23/08/2018	Vestfold	Haneflu	MPA	Females	215	35	0	0	0.162790698
1422	2018	23/08/2018	Vestfold	Haneflu	MPA	Males	350	78	0	0	0.222857143
1423	2018	23/08/2018	Vestfold	Haneflu	MPA	Females	310	49	0	0	0.158064516
1424	2018	23/08/2018	Vestfold	Haneflu	MPA	Females	281	47	0	0	0.167259786
1425	2018	23/08/2018	Vestfold	Haneflu	MPA	Males	278	57	0	0	0.205035971
1426	2018	23/08/2018	Vestfold	Haneflu	MPA	Males	283	64	0	0	0.22614841
1427	2018	23/08/2018	Vestfold	Haneflu	MPA	Females	274	45	0	0	0.164233577
1428	2018	23/08/2018	Vestfold	Haneflu	MPA	Females	212	35	0	0	0.16509434
1429	2018	23/08/2018	Vestfold	Haneflu	MPA	Males	228	40	0	1	0.175438596
1430	2018	23/08/2018	Vestfold	Haneflu	MPA	Males	252	48	0	0	0.19047619
1431	2018	24/08/2018	Vestfold	Haneflu	MPA	Females	241	39	0	0	0.161825726
1432	2018	24/08/2018	Vestfold	Haneflu	MPA	Females	188	29	0	0	0.154255319
1433	2018	24/08/2018	Vestfold	Haneflu	MPA	Females	242	31	0	0	0.128099174
1434	2018	24/08/2018	Vestfold	Haneflu	MPA	Females	294	48	0	0	0.163265306
1435	2018	24/08/2018	Vestfold	Haneflu	MPA	Females	243	40	0	0	0.164609053
1436	2018	24/08/2018	Vestfold	Haneflu	MPA	Females	346	54	0	0	0.156069364
1437	2018	24/08/2018	Vestfold	Haneflu	MPA	Males	188	27	0	0	0.143617021
1438	2018	24/08/2018	Vestfold	Haneflu	MPA	Males	272	52	0	0	0.191176471
1439	2018	24/08/2018	Vestfold	Haneflu	MPA	Females	289	48	0	0	0.166089965
1440	2018	24/08/2018	Vestfold	Haneflu	MPA	Females	264	42	0	0	0.159090909
1441	2018	24/08/2018	Vestfold	Haneflu	MPA	Males	264	49	0	0	0.185606061
1442	2018	24/08/2018	Vestfold	Haneflu	MPA	Females	335	54	0	0	0.16119403
1443	2018	24/08/2018	Vestfold	Haneflu	MPA	Females	282	45	0	0	0.159574468
1444	2018	24/08/2018	Vestfold	Haneflu	MPA	Males	305	66	0	0	0.216393443
1445	2018	24/08/2018	Vestfold	Haneflu	MPA	Females	244	39	0	0	0.159836066
1446	2018	24/08/2018	Vestfold	Haneflu	MPA	Females	318	54	0	0	0.169811321
1447	2018	24/08/2018	Vestfold	Haneflu	MPA	Males	278	57	0	0	0.205035971
1448	2018	24/08/2018	Vestfold	Haneflu	MPA	Females	261	42	0	0	0.16091954
1449	2018	24/08/2018	Vestfold	Haneflu	MPA	Males	303	66	0	0	0.217821782
1450	2018	24/08/2018	Vestfold	Haneflu	MPA	Females	328	55	0	0	0.167682927
1451	2018	24/08/2018	Vestfold	Haneflu	MPA	Males	314	66	0	0	0.210191083
1452	2018	24/08/2018	Vestfold	Haneflu	MPA	Females	273	46	0	0	0.168498168
1453	2018	24/08/2018	Vestfold	Haneflu	MPA	Females	280	45	0	0	0.160714286
1454	2018	24/08/2018	Vestfold	Haneflu	MPA	Males	328	85	0	0	0.259146341
1455	2018	24/08/2018	Vestfold	Haneflu	MPA	Males	296	69	0	0	0.233108108
1456	2018	24/08/2018	Vestfold	Haneflu	MPA	Females	243	40	0	0	0.164609053
1457	2018	24/08/2018	Vestfold	Haneflu	MPA	Males	214	36	0	0	0.168224299
1458	2018	24/08/2018	Vestfold	Haneflu	MPA	Females	287	47	0	0	0.163763066
1459	2018	24/08/2018	Vestfold	Haneflu	MPA	Females	242	38	0	0	0.157024793
1460	2018	24/08/2018	Vestfold	Haneflu	MPA	Males	281	46	0	0	0.163701068
1461	2018	24/08/2018	Vestfold	Haneflu	MPA	Females	293	48	0	0	0.163822526
1462	2018	24/08/2018	Vestfold	Haneflu	MPA	Males	283	65	0	0	0.229681979
1463	2018	24/08/2018	Vestfold	Haneflu	MPA	Females	266	43	0	0	0.161654135
1464	2018	24/08/2018	Vestfold	Haneflu	MPA	Males	299	69	0	0	0.230769231
1465	2018	24/08/2018	Vestfold	Haneflu	MPA	Females	309	50	0	0	0.161812298
1466	2018	24/08/2018	Vestfold	Haneflu	MPA	Females	345	55	0	0	0.15942029
1467	2018	24/08/2018	Vestfold	Haneflu	MPA	Females	304	51	0	0	0.167763158
1468	2018	24/08/2018	Vestfold	Haneflu	MPA	Males	355	87	0	0	0.245070423
1469	2018	24/08/2018	Vestfold	Haneflu	MPA	Females	243	38	0	0	0.156378601
1470	2018	24/08/2018	Vestfold	Haneflu	MPA	Males	259	47	0	0	0.181467181
1471	2018	24/08/2018	Vestfold	Haneflu	MPA	Males	230	42	0	0	0.182608696
1472	2018	24/08/2018	Vestfold	Haneflu	MPA	Males	298	63	0	0	0.211409396
1473	2018	24/08/2018	Vestfold	Haneflu	MPA	Females	288	49	0	0	0.170138889
1474	2018	24/08/2018	Vestfold	Haneflu	MPA	Males	193	32	0	0	0.165803109
1475	2018	24/08/2018	Vestfold	Haneflu	MPA	Males	276	52	0	0	0.188405797
1476	2018	24/08/2018	Vestfold	Haneflu	MPA	Females	200	32	0	0	0.16
1477	2018	24/08/2018	Vestfold	Haneflu	MPA	Females	246	41	0	0	0.166666667
1478	2018	24/08/2018	Vestfold	Haneflu	MPA	Females	247	39	0	0	0.157894737
1479	2018	24/08/2018	Vestfold	Haneflu	MPA	Males	309	64	0	0	0.207119741
1480	2018	24/08/2018	Vestfold	Haneflu	MPA	Males	200	34	0	0	0.17
1481	2018	24/08/2018	Vestfold	Haneflu	MPA	Females	273	47	0	0	0.172161172
1482	2018	24/08/2018	Vestfold	Haneflu	MPA	Males	315	65	0	0	0.206349206
1483	2018	24/08/2018	Vestfold	Haneflu	MPA	Males	385	92	0	0	0.238961039
1484	2018	24/08/2018	Vestfold	Haneflu	MPA	Males	254	48	0	0	0.188976378
1485	2018	24/08/2018	Vestfold	Haneflu	MPA	Males	332	69	0	0	0.207831325
1486	2018	24/08/2018	Vestfold	Haneflu	MPA	Males	334	70	0	0	0.209580838
1487	2018	24/08/2018	Vestfold	Haneflu	MPA	Males	308	64	0	0	0.207792208
1488	2018	24/08/2018	Vestfold	Haneflu	MPA	Males	268	53	0	0	0.197761194
1489	2018	24/08/2018	Vestfold	Haneflu	MPA	Females	233	36	0	0	0.154506438
1490	2018	24/08/2018	Vestfold	Haneflu	MPA	Males	196	33	0	0	0.168367347
1491	2018	25/08/2018	Vestfold	Haneflu	MPA	Males	222	37	0	0	0.166666667
1492	2018	25/08/2018	Vestfold	Haneflu	MPA	Females	272	44	0	0	0.161764706
1493	2018	25/08/2018	Vestfold	Haneflu	MPA	Males	166	27	0	0	0.162650602
1494	2018	25/08/2018	Vestfold	Haneflu	MPA	Males	235	39	0	0	0.165957447
1495	2018	25/08/2018	Vestfold	Haneflu	MPA	Females	277	45	0	0	0.162454874
1496	2018	25/08/2018	Vestfold	Haneflu	MPA	Females	319	54	0	0	0.169278997
1497	2018	25/08/2018	Vestfold	Haneflu	MPA	Males	310	73	0	0	0.235483871
1498	2018	25/08/2018	Vestfold	Haneflu	MPA	Females	338	52	0	0	0.153846154
1499	2018	25/08/2018	Vestfold	Haneflu	MPA	Females	232	37	0	0	0.159482759
1500	2018	25/08/2018	Vestfold	Haneflu	MPA	Males	263	50	0	0	0.190114068
1501	2018	25/08/2018	Vestfold	Haneflu	MPA	Females	304	50	0	0	0.164473684
1502	2018	25/08/2018	Vestfold	Haneflu	MPA	Males	222	40	0	0	0.18018018
1503	2018	25/08/2018	Vestfold	Haneflu	MPA	Females	304	51	0	0	0.167763158
1504	2018	25/08/2018	Vestfold	Haneflu	MPA	Females	261	41	0	0	0.157088123
1505	2018	25/08/2018	Vestfold	Haneflu	MPA	Females	326	58	0	0	0.17791411
1506	2018	25/08/2018	Vestfold	Haneflu	MPA	Males	308	69	0	0	0.224025974
1507	2018	25/08/2018	Vestfold	Haneflu	MPA	Males	286	63	0	0	0.22027972
1508	2018	25/08/2018	Vestfold	Haneflu	MPA	Males	279	61	0	0	0.218637993
1509	2018	25/08/2018	Vestfold	Haneflu	MPA	Females	286	46	0	0	0.160839161
1510	2018	25/08/2018	Vestfold	Haneflu	MPA	Females	276	45	0	0	0.163043478
1511	2018	25/08/2018	Vestfold	Haneflu	MPA	Males	308	66	0	0	0.214285714
1512	2018	25/08/2018	Vestfold	Haneflu	MPA	Females	249	39	0	0	0.156626506
1513	2018	25/08/2018	Vestfold	Haneflu	MPA	Males	335	57	0	0	0.170149254
1514	2018	25/08/2018	Vestfold	Haneflu	MPA	Females	308	49	0	0	0.159090909
1515	2018	25/08/2018	Vestfold	Haneflu	MPA	Males	288	62	0	0	0.215277778
1516	2018	25/08/2018	Vestfold	Haneflu	MPA	Males	301	62	0	0	0.205980066
1517	2018	25/08/2018	Vestfold	Haneflu	MPA	Males	280	59	0	0	0.210714286
1518	2018	25/08/2018	Vestfold	Haneflu	MPA	Males	320	72	0	0	0.225
1519	2018	25/08/2018	Vestfold	Haneflu	MPA	Females	296	47	0	0	0.158783784
1520	2018	25/08/2018	Vestfold	Haneflu	MPA	Females	292	47	0	0	0.160958904
1521	2018	25/08/2018	Vestfold	Haneflu	MPA	Males	304	64	0	0	0.210526316
1522	2018	25/08/2018	Vestfold	Haneflu	MPA	Females	270	45	0	0	0.166666667
1523	2018	25/08/2018	Vestfold	Haneflu	MPA	Females	294	47	0	0	0.159863946
1524	2018	25/08/2018	Vestfold	Haneflu	MPA	Males	307	64	0	0	0.208469055
1525	2018	25/08/2018	Vestfold	Haneflu	MPA	Males	345	65	0	0	0.188405797
1526	2018	25/08/2018	Vestfold	Haneflu	MPA	Males	217	47	0	0	0.216589862
1527	2018	25/08/2018	Vestfold	Haneflu	MPA	Males	263	48	0	0	0.182509506
1528	2018	25/08/2018	Vestfold	Haneflu	MPA	Males	338	78	0	0	0.230769231
1529	2018	25/08/2018	Vestfold	Haneflu	MPA	Males	280	57	0	0	0.203571429
1530	2018	25/08/2018	Vestfold	Haneflu	MPA	Females	353	62	0	0	0.175637394
1531	2018	25/08/2018	Vestfold	Haneflu	MPA	Females	259	43	0	0	0.166023166
1532	2018	25/08/2018	Vestfold	Haneflu	MPA	Females	275	45	0	0	0.163636364
1533	2018	25/08/2018	Vestfold	Haneflu	MPA	Males	234	40	0	0	0.170940171
1534	2018	25/08/2018	Vestfold	Haneflu	MPA	Males	244	47	0	0	0.192622951
1535	2018	25/08/2018	Vestfold	Haneflu	MPA	Males	320	66	0	0	0.20625
1536	2018	25/08/2018	Vestfold	Haneflu	MPA	Females	282	44	0	0	0.156028369
1537	2018	25/08/2018	Vestfold	Haneflu	MPA	Males	242	43	0	0	0.17768595
1538	2018	25/08/2018	Vestfold	Haneflu	MPA	Males	325	66	0	0	0.203076923
1539	2018	25/08/2018	Vestfold	Haneflu	MPA	Females	197	32	0	0	0.162436548
1540	2018	25/08/2018	Vestfold	Haneflu	MPA	Females	333	55	0	0	0.165165165
1541	2018	25/08/2018	Vestfold	Haneflu	MPA	Females	314	52	0	0	0.165605096
1542	2018	25/08/2018	Vestfold	Haneflu	MPA	Females	312	54	0	0	0.173076923
1543	2019	03/09/2019	Aust-Agder	Flodevigen	MPA	Males	414	104	0	1	0.251207729
1544	2019	03/09/2019	Aust-Agder	Flodevigen	MPA	Males	325	73	0	0	0.224615385
1545	2019	03/09/2019	Aust-Agder	Flodevigen	MPA	Males	239	42	0	0	0.175732218
1546	2019	03/09/2019	Aust-Agder	Flodevigen	MPA	Males	263	48	0	0	0.182509506
1547	2019	03/09/2019	Aust-Agder	Flodevigen	MPA	Females	188	31	0	0	0.164893617
1548	2019	03/09/2019	Aust-Agder	Flodevigen	MPA	Females	272	45	0	0	0.165441176
1549	2019	03/09/2019	Aust-Agder	Flodevigen	MPA	Males	218	35	0	0	0.160550459
1550	2019	03/09/2019	Aust-Agder	Flodevigen	MPA	Males	233	41	0	0	0.175965665
1551	2019	03/09/2019	Aust-Agder	Flodevigen	MPA	Females	227	31	0	0	0.136563877
1552	2019	03/09/2019	Aust-Agder	Flodevigen	MPA	Males	207	34	0	0	0.164251208
1553	2019	03/09/2019	Aust-Agder	Flodevigen	MPA	Females	296	51	0	0	0.172297297
1554	2019	03/09/2019	Aust-Agder	Flodevigen	MPA	Males	272	55	0	0	0.202205882
1555	2019	03/09/2019	Aust-Agder	Flodevigen	MPA	Females	234	42	0	0	0.179487179
1556	2019	03/09/2019	Aust-Agder	Flodevigen	MPA	Males	219	40	0	0	0.182648402
1557	2019	03/09/2019	Aust-Agder	Flodevigen	MPA	Males	284	63	0	0	0.221830986
1558	2019	03/09/2019	Aust-Agder	Flodevigen	MPA	Males	237	43	0	0	0.181434599
1559	2019	03/09/2019	Aust-Agder	Flodevigen	MPA	Females	338	58	0	0	0.171597633
1560	2019	03/09/2019	Aust-Agder	Flodevigen	MPA	Males	261	50	0	0	0.191570881
1561	2019	03/09/2019	Aust-Agder	Flodevigen	MPA	Males	322	53	0	0	0.164596273
1562	2019	03/09/2019	Aust-Agder	Flodevigen	MPA	Females	314	52	0	0	0.165605096
1563	2019	03/09/2019	Aust-Agder	Flodevigen	MPA	Males	249	49	0	0	0.196787149
1564	2019	03/09/2019	Aust-Agder	Flodevigen	MPA	Males	362	78	0	0	0.215469613
1565	2019	03/09/2019	Aust-Agder	Flodevigen	MPA	Females	340	57	0	0	0.167647059
1566	2019	03/09/2019	Aust-Agder	Flodevigen	MPA	Females	352	61	0	0	0.173295455
1567	2019	03/09/2019	Aust-Agder	Flodevigen	MPA	Females	329	57	0	0	0.17325228
1568	2019	03/09/2019	Aust-Agder	Flodevigen	MPA	Females	361	68	0	0	0.188365651
1569	2019	03/09/2019	Aust-Agder	Flodevigen	MPA	Males	330	70	0	0	0.212121212
1570	2019	03/09/2019	Aust-Agder	Flodevigen	MPA	Males	245	47	0	0	0.191836735
1571	2019	03/09/2019	Aust-Agder	Flodevigen	MPA	Females	304	50	0	0	0.164473684
1572	2019	03/09/2019	Aust-Agder	Flodevigen	MPA	Females	339	59	0	0	0.174041298
1573	2019	03/09/2019	Aust-Agder	Flodevigen	MPA	Females	392	65	0	0	0.165816327
1574	2019	03/09/2019	Aust-Agder	Flodevigen	MPA	Females	231	38	0	0	0.164502165
1575	2019	03/09/2019	Aust-Agder	Flodevigen	MPA	Females	350	59	0	0	0.168571429
1576	2019	03/09/2019	Aust-Agder	Flodevigen	MPA	Females	269	44	0	0	0.163568773
1577	2019	03/09/2019	Aust-Agder	Flodevigen	MPA	Males	309	60	0	1	0.194174757
1578	2019	03/09/2019	Aust-Agder	Flodevigen	MPA	Females	346	58	0	0	0.167630058
1579	2019	03/09/2019	Aust-Agder	Flodevigen	MPA	Males	341	78	0	0	0.228739003
1580	2019	04/09/2019	Aust-Agder	Flodevigen	MPA	Females	329	53	0	0	0.161094225
1581	2019	04/09/2019	Aust-Agder	Flodevigen	MPA	Females	206	33	0	0	0.160194175
1582	2019	04/09/2019	Aust-Agder	Flodevigen	MPA	Females	250	40	0	0	0.16
1583	2019	04/09/2019	Aust-Agder	Flodevigen	MPA	Males	231	36	0	0	0.155844156
1584	2019	04/09/2019	Aust-Agder	Flodevigen	MPA	Males	304	72	0	0	0.236842105
1585	2019	04/09/2019	Aust-Agder	Flodevigen	MPA	Females	239	38	0	0	0.158995816
1586	2019	04/09/2019	Aust-Agder	Flodevigen	MPA	Females	359	58	0	0	0.161559889
1587	2019	04/09/2019	Aust-Agder	Flodevigen	MPA	Males	285	57	0	0	0.2
1588	2019	04/09/2019	Aust-Agder	Flodevigen	MPA	Females	266	45	0	0	0.169172932
1589	2019	04/09/2019	Aust-Agder	Flodevigen	MPA	Females	255	41	0	0	0.160784314
1590	2019	04/09/2019	Aust-Agder	Flodevigen	MPA	Females	352	56	0	0	0.159090909
